coin_value_eur;timestamp
5489.3;1534031404881
5497.4;1534031509516
5495.9;1534031614482
5485.6;1534031719690
5466.6;1534031827821
5462.2;1534031933841
5486.8;1534032039079
5467.7;1534032142443
5445.1;1534032246741
5453.6;1534032352589
5450.1;1534032457447
5410;1534032560902
5424.9;1534032664746
5431.9;1534032769977
5459.5;1534032874836
5438;1534032979266
5440.4;1534033084811
5442.9;1534033189408
5443.7;1534033295770
5445.9;1534033400451
5451.3;1534033504186
5463;1534033610511
5458.2;1534033715207
5453.5;1534033819893
5453.6;1534033927385
5454.7;1534034033780
5456;1534034137147
5461.5;1534034241808
5480.8;1534034345826
5492;1534034449979
5497.1;1534034554847
5516.2;1534034660223
5504.2;1534034764184
5504.3;1534034869508
5521.1;1534034975154
5530;1534035081391
5519.4;1534035189365
5513.5;1534035292241
5504.3;1534035396983
5506.2;1534035503025
5509.1;1534035607672
5509.1;1534035711977
5509.1;1534035816504
5507.3;1534035922200
5502.7;1534036026508
5494.3;1534036129850
5464.5;1534036233241
5493.1;1534036340174
5485.8;1534036447103
5473;1534036550876
5486.5;1534036655644
5490.1;1534036762257
5489.5;1534036869814
5493.1;1534036973993
5493.1;1534037077400
5502.9;1534037181945
5502.7;1534037285987
5502.6;1534037391722
5503.8;1534037497984
5503.8;1534037603508
5499.9;1534037707389
5490;1534037810776
5489.2;1534037915787
5489.2;1534038020188
5493.1;1534038124205
5491.6;1534038228329
5492.9;1534038334146
5492.9;1534038438367
5488;1534038542978
5484.2;1534038648447
5484.2;1534038751800
5487.8;1534038856800
5492.9;1534038961458
5493;1534039066914
5491;1534039171443
5494;1534039278682
5494;1534039383197
5501.8;1534039487206
5502.6;1534039592812
5502.6;1534039699984
5506.4;1534039803690
5505.3;1534039907826
5506.4;1534040013689
5508;1534040118650
5508;1534040223742
5512.1;1534040328632
5512.1;1534040435391
5512.1;1534040540438
5514.6;1534040645992
5514.6;1534040750200
5514.6;1534040854609
5522.2;1534040960032
5518;1534041065350
5521.3;1534041170426
5518.4;1534041274081
5518.4;1534041379043
5516;1534041483812
5515;1534041587149
5509.2;1534041694138
5508.6;1534041799609
5508.6;1534041904014
5513.1;1534042009152
5513.1;1534042113462
5513.1;1534042217908
5507.6;1534042321293
5507.9;1534042425184
5508.8;1534042529972
5510;1534042634791
5510.6;1534042739348
5510.6;1534042843993
5514.3;1534042947880
5517.1;1534043052330
5517.3;1534043157841
5517.1;1534043264203
5516.9;1534043368454
5517.2;1534043473414
5517.2;1534043577189
5516.7;1534043681645
5517.5;1534043787411
5515.1;1534043894289
5506.1;1534043997975
5504;1534044102950
5505.4;1534044206841
5506.5;1534044311946
5504.8;1534044415644
5504.8;1534044521520
5504.3;1534044627130
5505;1534044730532
5505;1534044834976
5501.7;1534044939431
5501.6;1534045043964
5502.6;1534045148214
5504.1;1534045252965
5510.7;1534045358765
5510.8;1534045463989
5509.3;1534045568382
5509.3;1534045673219
5509.3;1534045777334
5514.6;1534045881328
5511.7;1534045984698
5510.3;1534046088921
5512.9;1534046192951
5512.9;1534046298094
5511.3;1534046401981
5505.1;1534046508334
5505.9;1534046612760
5505.9;1534046716898
5505.9;1534046821443
5505.6;1534046925680
5505.6;1534047031187
5505;1534047136951
5499.1;1534047240839
5499;1534047344812
5491.9;1534047449112
5491.1;1534047554019
5491.3;1534047658169
5491.3;1534047763330
5491.5;1534047867541
5492;1534047973082
5493.8;1534048077980
5494.8;1534048183978
5495.1;1534048290064
5495.3;1534048394543
5495.5;1534048498813
5495.5;1534048603988
5501.3;1534048707784
5502.7;1534048813576
5500.1;1534048919221
5498.1;1534049023824
5496.6;1534049127579
5498.7;1534049233383
5493.7;1534049339667
5493.7;1534049445657
5497.3;1534049551037
5495.5;1534049655824
5493.4;1534049760351
5493.4;1534049865330
5497.4;1534049969556
5498.5;1534050075374
5498.2;1534050179862
5498.2;1534050284649
5498.7;1534050389280
5499.4;1534050494829
5499.3;1534050599993
5500;1534050704221
5509.2;1534050809394
5509.2;1534050913613
5509.2;1534051020145
5509.5;1534051124680
5509.5;1534051228447
5510.9;1534051332817
5508.7;1534051438923
5510;1534051543145
5510.9;1534051648449
5510.9;1534051752448
5511.8;1534051859341
5514.1;1534051963151
5514.2;1534052067452
5528.3;1534052171551
5538.2;1534052276087
5533;1534052381170
5530.2;1534052485762
5527.8;1534052589164
5567.9;1534052694955
5564.7;1534052799401
5552.9;1534052906080
5557.9;1534053009445
5558.8;1534053114236
5566;1534053220823
5565.8;1534053326334
5566.6;1534053431915
5563;1534053536372
5565;1534053641146
5551.3;1534053745884
5557;1534053851786
5549;1534053955333
5549.4;1534054059653
5548.9;1534054164624
5548.9;1534054267977
5548.9;1534054373204
5547.5;1534054476946
5556.5;1534054582829
5558.4;1534054688452
5560.5;1534054792619
5554.8;1534054896648
5553.7;1534055002220
5555.8;1534055107512
5551.5;1534055212514
5551.4;1534055317514
5552.6;1534055422159
5547.7;1534055525514
5549.1;1534055629805
5550.3;1534055735447
5552.5;1534055840955
5557.4;1534055947339
5554.2;1534056051926
5555.5;1534056155246
5554.9;1534056259150
5579.9;1534056363839
5569.5;1534056467667
5569.8;1534056573210
5575.1;1534056677493
5583.6;1534056783510
5566.8;1534056889370
5571.2;1534056993216
5568.1;1534057100155
5563.4;1534057207370
5570;1534057310637
5571.4;1534057414005
5571.3;1534057520508
5571.1;1534057627947
5572;1534057733449
5567;1534057837638
5548.1;1534057945523
5548.1;1534058050170
5545.6;1534058155253
5550;1534058262055
5548.9;1534058366658
5548.2;1534058470789
5536.9;1534058574521
5540.4;1534058680950
5548.7;1534058786515
5548.5;1534058891762
5542.5;1534059000344
5541.8;1534059106253
5548.5;1534059213241
5548.4;1534059318692
5549.2;1534059422945
5549.8;1534059527810
5559.3;1534059631635
5558.6;1534059736329
5560.5;1534059839639
5560.5;1534059944882
5561.1;1534060050104
5550.6;1534060158741
5557.9;1534060263079
5554.8;1534060368723
5550;1534060473513
5549;1534060577515
5546.9;1534060682187
5549.5;1534060787846
5547.6;1534060893370
5547.6;1534060999000
5540;1534061104981
5539.9;1534061212975
5539.8;1534061330534
5539.9;1534061434851
5533.2;1534061540685
5531.6;1534061645143
5530;1534061750157
5517.4;1534061853979
5518.2;1534061957380
5527.7;1534062062177
5534.6;1534062169123
5537.6;1534062272920
5537;1534062378244
5535;1534062481578
5535.4;1534062586447
5538;1534062691121
5535.5;1534062796235
5536.8;1534062900572
5536.8;1534063004643
5536.8;1534063108467
5539.6;1534063212806
5545.1;1534063319741
5541.2;1534063423981
5540;1534063529690
5538.5;1534063634711
5536.5;1534063740168
5532.4;1534063844447
5538.3;1534063948945
5535;1534064053645
5538.1;1534064158331
5540.3;1534064263143
5538;1534064367907
5538;1534064472701
5534.6;1534064577165
5529.3;1534064680507
5520;1534064786632
5518;1534064891664
5520;1534064998954
5523.2;1534065104051
5522.2;1534065207787
5524.4;1534065312988
5524;1534065417840
5532.2;1534065523445
5533.5;1534065627308
5537.6;1534065732239
5541;1534065838085
5544.5;1534065942890
5543.7;1534066049667
5542;1534066155528
5542;1534066260691
5549.8;1534066368037
5553;1534066473642
5548.6;1534066578803
5550.6;1534066682190
5550.6;1534066789924
5553;1534066895317
5554.1;1534067000113
5558.2;1534067105714
5553.1;1534067209511
5553.3;1534067314266
5550.2;1534067420977
5547.7;1534067524246
5545.6;1534067628665
5544.9;1534067733315
5548.4;1534067838716
5551.2;1534067943645
5552.1;1534068049293
5551.7;1534068153051
5548.3;1534068258355
5545.4;1534068363758
5545.3;1534068468644
5540.7;1534068572849
5542.2;1534068677330
5542.1;1534068782196
5545;1534068887831
5545;1534068995346
5556.5;1534069099472
5556.5;1534069203858
5562.2;1534069307996
5567.5;1534069414758
5564.1;1534069519577
5567;1534069624052
5558.4;1534069728377
5558.9;1534069834485
5559.5;1534069940047
5559.9;1534070045617
5564;1534070150048
5565.1;1534070253983
5563;1534070358852
5561;1534070463759
5561;1534070569304
5561;1534070675375
5561;1534070779954
5564.5;1534070885146
5565.4;1534070989342
5565.4;1534071094246
5561.1;1534071199176
5558.9;1534071304584
5559;1534071408510
5545;1534071513812
5545;1534071617510
5544.9;1534071723145
5545;1534071827250
5545;1534071932575
5545;1534072038064
5536.5;1534072142165
5540.1;1534072250051
5544.2;1534072356885
5539.3;1534072464470
5541.5;1534072569417
5549.9;1534072675854
5548.8;1534072780912
5547.5;1534072884644
5547;1534072988161
5547.2;1534073094686
5545.4;1534073198514
5547.6;1534073302979
5548.8;1534073407332
5547.8;1534073510673
5546;1534073615309
5545.4;1534073718686
5545.5;1534073822556
5544.3;1534073929644
5544.6;1534074035016
5546.9;1534074141863
5561.1;1534074247296
5563.1;1534074353862
5560.9;1534074458327
5562.3;1534074563511
5557.9;1534074668058
5563.1;1534074774452
5562.5;1534074879976
5563.9;1534074985945
5575;1534075091906
5590;1534075195254
5578.7;1534075298617
5561.8;1534075403655
5552.4;1534075508056
5550.6;1534075612312
5547;1534075717059
5554.4;1534075825338
5552.9;1534075929650
5548.8;1534076034377
5550;1534076137975
5554.9;1534076244371
5551.7;1534076347569
5542.2;1534076451568
5541.7;1534076558263
5541.6;1534076662761
5541.6;1534076768514
5544.3;1534076873187
5541.6;1534076977859
5541.6;1534077081645
5542.5;1534077188271
5542.5;1534077295263
5542.4;1534077406532
5542.3;1534077510668
5548.4;1534077616540
5547.4;1534077720459
5549.2;1534077826800
5551.9;1534077930860
5547.9;1534078037409
5536.2;1534078143464
5466.1;1534078248944
5477.5;1534078355647
5469.1;1534078459713
5484.3;1534078566662
5492.9;1534078670092
5488.2;1534078776539
5488.2;1534078880545
5488;1534078985058
5479.8;1534079090199
5479.8;1534079195211
5479.4;1534079299723
5477.4;1534079405645
5478.9;1534079510717
5482.6;1534079617655
5488.2;1534079725154
5497.9;1534079829988
5515;1534079936350
5515;1534080041377
5500.1;1534080145759
5505.3;1534080254458
5500;1534080363288
5500.4;1534080470118
5500.8;1534080577169
5497.1;1534080686330
5494.2;1534080794008
5489.9;1534080900172
5486.3;1534081008058
5487.8;1534081113340
5491.7;1534081217147
5494.2;1534081321980
5495.7;1534081425338
5495.7;1534081530425
5496.4;1534081635646
5496.8;1534081742514
5497.5;1534081849066
5497.5;1534081953149
5497.5;1534082059452
5497.5;1534082163860
5497.5;1534082271229
5497.4;1534082378919
5565.7;1534082485820
5536.4;1534082590506
5537.4;1534082697006
5536.1;1534082801602
5533.8;1534082905456
5532.1;1534083012220
5537;1534083118684
5536.6;1534083225102
5545.1;1534083329257
5545;1534083435261
5548;1534083542339
5547.9;1534083645685
5551.2;1534083749685
5548.6;1534083857460
5546.1;1534083961857
5554.3;1534084066860
5547.2;1534084171981
5547.7;1534084276260
5548.2;1534084382894
5554;1534084487152
5552.3;1534084591142
5550.7;1534084695776
5550.8;1534084799823
5545;1534084906328
5540.2;1534085012628
5539;1534085117146
5539.5;1534085224524
5541.8;1534085328883
5545.4;1534085434742
5541.8;1534085538622
5543.4;1534085645636
5544.9;1534085750509
5539.1;1534085854630
5539.1;1534085959753
5533.9;1534086065097
5529.9;1534086169509
5538;1534086273646
5549.1;1534086379386
5547.7;1534086484162
5547.6;1534086590341
5546.3;1534086695050
5546.3;1534086800643
5545.8;1534086905655
5546.1;1534087011806
5547.1;1534087116567
5549.9;1534087224040
5551.2;1534087329452
5550.4;1534087433986
5551.7;1534087538656
5554.9;1534087644767
5556.5;1534087750558
5565.6;1534087857860
5564.1;1534087964898
5563.5;1534088068328
5559.5;1534088176650
5564;1534088279522
5565.8;1534088385754
5582.5;1534088491354
5568;1534088598946
5548.1;1534088704316
5548.8;1534088808651
5548.7;1534088912195
5548.9;1534089019516
5550.2;1534089124445
5548.9;1534089227861
5538.6;1534089336088
5537.2;1534089442112
5542.2;1534089546897
5532.6;1534089652160
5543.5;1534089758379
5548.3;1534089862458
5543.7;1534089968474
5542.6;1534090073075
5539.2;1534090176947
5539.1;1534090282345
5538.4;1534090386617
5521.6;1534090490876
5524.2;1534090596467
5535.9;1534090701463
5537.7;1534090805428
5544.4;1534090910945
5549;1534091014344
5549;1534091120369
5562.7;1534091224645
5558.5;1534091329860
5556.3;1534091433592
5552.4;1534091539652
5560.8;1534091646855
5557.5;1534091760699
5558;1534091864918
5557.8;1534091970400
5558.7;1534092077469
5545.2;1534092185644
5549;1534092290892
5547.4;1534092395363
5538.9;1534092501597
5544.7;1534092606979
5541.1;1534092713298
5541.6;1534092817746
5541.4;1534092924562
5544;1534093036407
5543.4;1534093140161
5543.5;1534093247586
5541.5;1534093350456
5541.8;1534093456189
5540.6;1534093560841
5539.5;1534093666061
5541.6;1534093774613
5546.3;1534093882479
5545.6;1534093986270
5551.7;1534094089639
5552.4;1534094195509
5554;1534094302525
5554;1534094406265
5552.1;1534094513114
5550.5;1534094617330
5549.7;1534094724821
5551.2;1534094830944
5547.4;1534094937449
5546.8;1534095041977
5550.5;1534095148167
5547.3;1534095252265
5531.8;1534095356644
5530;1534095463666
5530.7;1534095569334
5526.2;1534095672166
5529.8;1534095776335
5520.3;1534095882702
5515.9;1534095987145
5516.9;1534096095145
5527.4;1534096200154
5527;1534096306275
5528.5;1534096410778
5528.3;1534096516347
5527.9;1534096621790
5537.5;1534096729036
5537.2;1534096835784
5541.5;1534096941927
5539.3;1534097046328
5543.1;1534097152385
5539.5;1534097256063
5537;1534097361875
5534.9;1534097468431
5539.9;1534097573938
5543;1534097680184
5545.5;1534097785519
5544.2;1534097890976
5545.1;1534097994946
5549.7;1534098100828
5540.8;1534098206068
5541.8;1534098309997
5541.6;1534098416508
5535;1534098521981
5520;1534098628513
5520;1534098734535
5520;1534098840144
5519.9;1534098943548
5519.9;1534099048649
5520;1534099154966
5519.9;1534099262556
5513.9;1534099366828
5513.9;1534099471283
5527.2;1534099575871
5524.2;1534099681993
5525.1;1534099786945
5528.2;1534099891283
5528.8;1534099997522
5531.4;1534100104509
5531.4;1534100209837
5533.9;1534100313959
5534.6;1534100420330
5534.8;1534100526950
5534.9;1534100631848
5532.7;1534100736734
5532.6;1534100843002
5532.6;1534100948009
5532.8;1534101054167
5533.4;1534101160863
5532.8;1534101267300
5535.5;1534101375873
5539.1;1534101481484
5538.8;1534101585576
5535.9;1534101689844
5536.7;1534101796513
5540.5;1534101901992
5562.5;1534102005370
5561.6;1534102110484
5559.7;1534102213959
5570.1;1534102322782
5570;1534102428918
5570;1534102535062
5645.6;1534102638726
5673.2;1534102745272
5643.8;1534102848645
5641.1;1534102955145
5494.3;1534103062208
5545.2;1534103166648
5573.3;1534103273444
5546.8;1534103378840
5561.8;1534103487255
5569.8;1534103594194
5570.3;1534103699153
5572.9;1534103806338
5569;1534103911531
5567.7;1534104017990
5551.2;1534104123646
5555;1534104229744
5559;1534104337674
5559;1534104444302
5558.6;1534104549788
5558.2;1534104657259
5558.7;1534104762070
5558.7;1534104867818
5556.8;1534104971979
5553.5;1534105077806
5553;1534105183269
5561.7;1534105291742
5558.7;1534105396366
5558.8;1534105500669
5558.8;1534105607904
5558.7;1534105712808
5558.9;1534105817708
5558.9;1534105921081
5558.8;1534106028267
5558.9;1534106133811
5564.9;1534106240669
5567.6;1534106345661
5567;1534106449102
5568.9;1534106553294
5572;1534106657352
5580.8;1534106764546
5584.4;1534106870997
5582;1534106975267
5577.5;1534107080172
5574.4;1534107186597
5571.6;1534107292984
5575.5;1534107397330
5579.2;1534107505175
5584.2;1534107610999
5575.5;1534107720376
5574.3;1534107826981
5580;1534107931215
5576;1534108035471
5576;1534108141185
5575.7;1534108249815
5575.8;1534108356981
5576;1534108460436
5575.9;1534108564880
5572.4;1534108668333
5572.9;1534108772330
5569;1534108880192
5580.2;1534108987444
5580.6;1534109092810
5577;1534109197873
5576.8;1534109302353
5583.1;1534109405802
5579.1;1534109510345
5578.7;1534109613789
5569.9;1534109720371
5564.7;1534109823756
5579.5;1534109930977
5589.3;1534110035680
5586.4;1534110141329
5584.9;1534110246901
5579.8;1534110350191
5584.8;1534110453644
5585.2;1534110559540
5585.1;1534110663354
5585.1;1534110770213
5585.1;1534110874772
5585.7;1534110980548
5585.9;1534111085268
5598.7;1534111190660
5598.4;1534111293976
5608.5;1534111401077
5580;1534111509080
5588.3;1534111616089
5590.9;1534111720728
5583.6;1534111824114
5585.8;1534111928268
5568.1;1534112033612
5569.7;1534112137517
5572;1534112241867
5574.3;1534112350045
5583.7;1534112454681
5575.4;1534112559395
5572.9;1534112667431
5576.9;1534112774282
5573.3;1534112880444
5574.3;1534112985385
5576.7;1534113092162
5580;1534113197467
5575.6;1534113302975
5577.9;1534113407582
5580.2;1534113512653
5577.7;1534113618473
5571.3;1534113721849
5570.5;1534113826445
5578.7;1534113931803
5570.8;1534114036160
5575.4;1534114140068
5574.4;1534114246005
5573.3;1534114349981
5571.9;1534114458562
5566.9;1534114563296
5562.6;1534114668645
5569.7;1534114772206
5572.7;1534114877350
5570;1534114985145
5571.7;1534115094446
5570.3;1534115199198
5564.2;1534115303655
5560.1;1534115408291
5554.7;1534115511778
5553.2;1534115617811
5555.2;1534115723617
5546.3;1534115828803
5542;1534115932234
5540.9;1534116038646
5551.1;1534116142576
5546;1534116247991
5530.8;1534116352974
5543.9;1534116459668
5545;1534116564328
5540.1;1534116669468
5545.2;1534116773774
5546;1534116881014
5546;1534116984341
5540.6;1534117089975
5543.2;1534117194867
5540.5;1534117298268
5540;1534117402803
5540.9;1534117508264
5541.5;1534117611146
5540.8;1534117714545
5542.2;1534117820718
5542.3;1534117928069
5542.3;1534118034868
5543.9;1534118139978
5544;1534118243363
5544.2;1534118349012
5555.3;1534118453645
5547.5;1534118559068
5561.7;1534118663538
5564.6;1534118769669
5559.5;1534118874133
5559.4;1534118977508
5559.4;1534119081799
5559.6;1534119188471
5565.7;1534119294744
5565.1;1534119399844
5565.8;1534119506617
5565.2;1534119612486
5565.2;1534119718328
5565.4;1534119824362
5565.4;1534119928569
5565.2;1534120035021
5565.1;1534120140880
5566;1534120244255
5568.6;1534120349880
5572.4;1534120455214
5575;1534120560508
5571;1534120665644
5575;1534120769809
5576;1534120874975
5578.4;1534120979329
5578.4;1534121085890
5570.5;1534121189818
5572.3;1534121294892
5570.9;1534121400680
5570.8;1534121506482
5570.3;1534121613573
5569.6;1534121718083
5567.1;1534121821480
5565.5;1534121927299
5565;1534122033717
5567.3;1534122137590
5567.3;1534122243798
5575;1534122351025
5576.1;1534122455982
5578.4;1534122559370
5578.4;1534122664684
5578.3;1534122770149
5578.3;1534122874997
5575;1534122980287
5573.1;1534123087092
5571;1534123192989
5572.3;1534123297381
5573.4;1534123402389
5574.4;1534123507889
5575;1534123611893
5575;1534123717803
5575;1534123824559
5574.5;1534123929618
5572.6;1534124034488
5572.6;1534124139992
5572.5;1534124247765
5572.9;1534124351147
5573.7;1534124455889
5573;1534124560844
5577.7;1534124664879
5577.6;1534124769163
5577.7;1534124872550
5577.6;1534124976690
5577.7;1534125080977
5577.7;1534125185087
5577.6;1534125291073
5577.7;1534125395627
5577.6;1534125498872
5577.7;1534125605110
5577.6;1534125712948
5578.2;1534125819138
5578.5;1534125922478
5577.4;1534126029828
5574.7;1534126133289
5574.7;1534126238896
5573;1534126343091
5573;1534126451073
5573;1534126555246
5573;1534126658978
5573;1534126765347
5571;1534126868975
5569.6;1534126973887
5569.5;1534127080912
5568.2;1534127184064
5568.1;1534127288699
5566.8;1534127393837
5566.8;1534127499487
5565.3;1534127605811
5565.3;1534127710660
5565.4;1534127814490
5565.4;1534127919948
5565.4;1534128025687
5569.1;1534128129645
5567.1;1534128232976
5567.4;1534128336692
5567.4;1534128444087
5567.4;1534128547833
5567.4;1534128652265
5567.5;1534128758642
5567.5;1534128863507
5567.5;1534128969776
5567.4;1534129074526
5567.5;1534129180459
5567.7;1534129284337
5569;1534129388903
5570;1534129492184
5570;1534129597323
5570;1534129701331
5569.9;1534129804716
5570;1534129911287
5570;1534130017745
5570;1534130123270
5577.8;1534130227644
5579.7;1534130332944
5583;1534130439790
5588.8;1534130544184
5589.5;1534130648560
5596.5;1534130755056
5602;1534130860587
5597.1;1534130965731
5597.1;1534131069945
5592.1;1534131175755
5594.7;1534131282584
5594.7;1534131386399
5592.4;1534131490145
5591.5;1534131593889
5591.5;1534131700721
5589.7;1534131803822
5578.6;1534131913045
5578.9;1534132021181
5584.9;1534132128327
5583.4;1534132233886
5584;1534132337634
5584.9;1534132444329
5589.2;1534132550631
5586.3;1534132653945
5585.8;1534132760474
5585.7;1534132865780
5587.1;1534132971143
5587.5;1534133074519
5589.9;1534133180201
5601;1534133287446
5598.5;1534133391490
5589.9;1534133498031
5589.5;1534133604099
5584.9;1534133710186
5585.1;1534133817103
5585;1534133923333
5589.7;1534134028800
5589.7;1534134133646
5587.7;1534134238950
5589.7;1534134346205
5589.7;1534134452038
5589.7;1534134558807
5593.8;1534134665974
5593;1534134771975
5589.5;1534134875728
5591.3;1534134979869
5592.6;1534135083977
5592;1534135191261
5591.7;1534135301191
5590.5;1534135404767
5581.9;1534135509329
5583;1534135612682
5581.7;1534135722529
5583.3;1534135830161
5586.2;1534135933733
5583.9;1534136038994
5583.9;1534136147490
5584.8;1534136250735
5586.8;1534136357542
5586.9;1534136463328
5589.8;1534136569444
5589.3;1534136674978
5589;1534136779143
5589;1534136886136
5589;1534136990207
5587;1534137095736
5588.1;1534137199648
5586.6;1534137306618
5586.8;1534137410976
5586.8;1534137516735
5586.6;1534137621812
5586.6;1534137727735
5586.6;1534137831831
5586.7;1534137938719
5588.8;1534138043802
5588.8;1534138152300
5588.7;1534138257944
5581.4;1534138365338
5581.4;1534138469760
5581.7;1534138574788
5582.2;1534138678837
5588.5;1534138785978
5583.8;1534138889358
5581.5;1534138995177
5581.5;1534139098749
5581.6;1534139205635
5581.5;1534139312847
5572.8;1534139418356
5566.8;1534139522644
5541.7;1534139630444
5561.5;1534139737769
5571.7;1534139843643
5573;1534139947818
5573;1534140052646
5573;1534140157105
5574.8;1534140263567
5582.7;1534140370509
5579.9;1534140478605
5580;1534140586445
5579.9;1534140692732
5595.3;1534140797571
5592.8;1534140901780
5592.7;1534141008298
5630.1;1534141115061
5640;1534141223327
5625.9;1534141329843
5628.5;1534141435054
5619.3;1534141539220
5629.3;1534141645511
5632.2;1534141752623
5634.6;1534141861620
5623.9;1534141973576
5625;1534142077759
5624.2;1534142184679
5632;1534142287975
5636;1534142391331
5637;1534142496944
5638.7;1534142601507
5647.6;1534142706975
5644;1534142813681
5640.6;1534142917746
5635.4;1534143021156
5635.3;1534143128527
5635.8;1534143235465
5635.8;1534143343143
5638.7;1534143448845
5640.1;1534143553846
5640.1;1534143657301
5640.1;1534143761644
5640.9;1534143869824
5642.2;1534143976849
5643.2;1534144081813
5642.9;1534144190860
5643.2;1534144296449
5639.5;1534144400404
5636.5;1534144504585
5636;1534144609947
5636.2;1534144716005
5635.4;1534144820825
5635.3;1534144928645
5635.4;1534145032259
5635.3;1534145136766
5635.4;1534145240648
5641.8;1534145348060
5644.8;1534145453708
5646.8;1534145560790
5648.6;1534145666774
5650;1534145771842
5655.4;1534145877602
5659.1;1534145983768
5659.1;1534146090231
5665.5;1534146195794
5665.1;1534146300441
5665.1;1534146337786
5665.1;1534146443502
5665;1534146546772
5665;1534146655680
5665.1;1534146760161
5665;1534146864445
5665.1;1534146968483
5666.6;1534147073952
5667;1534147179330
5672.7;1534147283719
5677;1534147389221
5676.8;1534147496838
5689.8;1534147601487
5681.8;1534147706984
5679.3;1534147821672
5688.8;1534147925800
5691.5;1534148032976
5696.9;1534148138499
5696.2;1534148244101
5699.6;1534148349329
5700;1534148454708
5720;1534148559987
5703.3;1534148665508
5697.5;1534148768896
5697.6;1534148873444
5699.9;1534148978646
5711;1534149085361
5732;1534149192878
5709.4;1534149298663
5711.2;1534149406563
5693.2;1534149512338
5687.7;1534149618655
5686.9;1534149724549
5671.9;1534149832080
5677.9;1534149935975
5681.2;1534150042132
5683.9;1534150148592
5685.3;1534150254738
5685.4;1534150360892
5684.2;1534150466949
5684.3;1534150570978
5684.3;1534150678339
5702.6;1534150784167
5700.2;1534150890588
5708.3;1534150999477
5699;1534151106804
5690;1534151210192
5698.6;1534151315976
5694.4;1534151423007
5693.9;1534151530334
5697.5;1534151634013
5698.1;1534151740343
5698.6;1534151846289
5703;1534151949647
5701.8;1534152055480
5703;1534152158854
5705.1;1534152268454
5708.3;1534152372240
5706.4;1534152477206
5706.1;1534152580979
5711.6;1534152686231
5714.6;1534152793312
5704.8;1534152897807
5690.1;1534153002353
5697.3;1534153105994
5696.5;1534153209372
5695.8;1534153316168
5698.4;1534153424330
5702.2;1534153529507
5699.5;1534153633895
5698.7;1534153738801
5696.8;1534153842183
5692.7;1534153949767
5694.4;1534154054814
5683.3;1534154159945
5680.5;1534154264774
5691;1534154369770
5671;1534154475510
5674.4;1534154586126
5680;1534154692602
5683.1;1534154798301
5683;1534154903791
5683;1534155009753
5683;1534155116443
5682.9;1534155219796
5682.8;1534155325650
5683;1534155434511
5682.9;1534155540575
5690.2;1534155648948
5686.5;1534155751787
5687.3;1534155858699
5685;1534155964576
5683.9;1534156068193
5691.3;1534156174097
5685.7;1534156281038
5687.6;1534156384707
5689.7;1534156490844
5690;1534156596251
5690;1534156702684
5692.2;1534156806329
5689.9;1534156911991
5688.3;1534157015811
5690.4;1534157123344
5690;1534157228489
5690.9;1534157335997
5690;1534157440912
5690.2;1534157545944
5689.6;1534157650643
5687.8;1534157757725
5687.3;1534157862096
5689.4;1534157967729
5687.3;1534158073765
5686.2;1534158179609
5682.3;1534158287624
5686.5;1534158395413
5677.3;1534158500799
5684.4;1534158606327
5680.2;1534158712737
5686.4;1534158816887
5692;1534158921206
5691.4;1534159026712
5691.4;1534159137327
5683.9;1534159243143
5683.9;1534159351227
5685.5;1534159456810
5686.1;1534159560914
5686.6;1534159666442
5684.4;1534159769827
5684.1;1534159877661
5683.7;1534159988899
5684;1534160094690
5684;1534160201426
5683.9;1534160305333
5683.9;1534160409997
5684;1534160514633
5677;1534160620209
5666.6;1534160725448
5674.5;1534160828890
5674.5;1534160935983
5680.1;1534161040655
5680;1534161147734
5674;1534161251143
5666;1534161359011
5661.6;1534161462369
5665.8;1534161568841
5665.5;1534161674730
5665.4;1534161780945
5666.7;1534161888335
5671.2;1534161993147
5674.4;1534162098634
5671.9;1534162205052
5673.1;1534162314434
5669.8;1534162418030
5668.5;1534162525211
5668.4;1534162628582
5668.5;1534162735977
5670;1534162841718
5676.9;1534162947862
5672.2;1534163051297
5674.4;1534163156926
5669.2;1534163266187
5669.2;1534163371444
5666.8;1534163476180
5667.7;1534163582270
5668.6;1534163686969
5664.5;1534163791617
5660;1534163897329
5663.1;1534164005632
5666;1534164110303
5662.7;1534164216164
5661.4;1534164320342
5660.2;1534164426810
5660.2;1534164531379
5658.9;1534164635953
5656.5;1534164740200
5656.5;1534164845532
5656.4;1534164955220
5656.4;1534165058508
5656.5;1534165164367
5656.6;1534165269143
5656.6;1534165372506
5650;1534165479837
5625.9;1534165586040
5618.9;1534165693818
5620.3;1534165798332
5619.2;1534165904997
5610;1534166013772
5612;1534166118800
5614.5;1534166224329
5615.5;1534166331551
5615.4;1534166437400
5621.8;1534166542451
5625;1534166647841
5621.8;1534166751200
5624.5;1534166855586
5621.9;1534166963328
5610.4;1534167068032
5607;1534167172442
5591.8;1534167275771
5594.4;1534167379841
5600.2;1534167484242
5601;1534167589498
5607.1;1534167694414
5606.8;1534167799761
5605.4;1534167906595
5600.3;1534168011978
5607;1534168116461
5604.9;1534168223329
5600;1534168327929
5614.4;1534168434536
5620.1;1534168538507
5615;1534168643760
5619;1534168750328
5621.7;1534168856289
5624.8;1534168960159
5627.2;1534169064347
5627;1534169168775
5627.3;1534169273808
5627.1;1534169378492
5623.5;1534169485296
5618;1534169588897
